192.168.10.102,FourCH,rechts,,
192.168.10.101,Basic,,,
192.168.10.103,FourCH,links,,
192.168.10.104,Basic,,,
192.168.10.105,LED,,,
192.168.10.107,Basic,,,
192.168.10.109,Basic,,,
192.168.10.114,Dual,,,
192.168.10.100,Basic,,,
192.168.10.112,Basic,,,
192.168.10.110,Basic,,,
192.168.10.113,Basic,Schwibbogen,,
192.168.10.115,Basic,Stern,,
192.168.10.116,Basic,Wohnzimmer,,
192.168.10.117,Basic,Küche,,
192.168.10.108,Basic,,x,
